"ONTOLOGY" "Term" "N" "DE" "P.DE" "FDR"
"GO:0010524" "BP" "positive regulation of calcium ion transport into cytosol" 13 13 0.000812682755773967 0.0265940180828303
"GO:0060561" "BP" "apoptotic process involved in morphogenesis" 26 24 0.000813875168538781 0.0265940180828303
"GO:0050731" "BP" "positive regulation of peptidyl-tyrosine phosphorylation" 160 108 0.000815572162689725 0.0265940180828303
"GO:0042633" "BP" "hair cycle" 113 82 0.000816143810036654 0.0265940180828303
"GO:0042303" "BP" "molting cycle" 113 82 0.000816143810036654 0.0265940180828303
"GO:0051347" "BP" "positive regulation of transferase activity" 401 264 0.000816772492971166 0.0265940180828303
"GO:0031076" "BP" "embryonic camera-type eye development" 37 33 0.000819743572179572 0.026652296776167
"GO:0045446" "BP" "endothelial cell differentiation" 118 86 0.000836101861160566 0.0271450394175928
"GO:0007187" "BP" "G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger" 54 41 0.00084252109245987 0.0272697515697543
"GO:0045682" "BP" "regulation of epidermis development" 66 50 0.00084532756411489 0.0272697515697543
"GO:0009712" "BP" "catechol-containing compound metabolic process" 52 41 0.000846983642848723 0.0272697515697543
"GO:0006584" "BP" "catecholamine metabolic process" 52 41 0.000846983642848723 0.0272697515697543
"GO:0003205" "BP" "cardiac chamber development" 168 123 0.00085181314131996 0.0273404149654959
"GO:0038092" "BP" "nodal signaling pathway" 16 15 0.000875740638987843 0.0280162734606606
"GO:0010035" "BP" "response to inorganic substance" 506 322 0.000876594977097428 0.0280162734606606
"GO:1902305" "BP" "regulation of sodium ion transmembrane transport" 55 44 0.000882361472377708 0.0281606849543573
"GO:0045123" "BP" "cellular extravasation" 71 52 0.000883827215579641 0.0281676232942642
"GO:0110053" "BP" "regulation of actin filament organization" 259 177 0.000890997917842113 0.0283561029875732
"GO:1901379" "BP" "regulation of potassium ion transmembrane transport" 82 61 0.000893719518652032 0.0284026580547386
"GO:0050433" "BP" "regulation of catecholamine secretion" 56 45 0.000916822183691103 0.0290550221247276
"GO:0042981" "BP" "regulation of apoptotic process" 1408 851 0.000918889402734145 0.0290559584765943
"GO:1901698" "BP" "response to nitrogen compound" 1063 654 0.000919427156190761 0.0290559584765943
"GO:0030500" "BP" "regulation of bone mineralization" 76 59 0.000953532834211784 0.0300916291904261
"GO:0090132" "BP" "epithelium migration" 352 226 0.000955412940639044 0.030108851386284
"GO:0043542" "BP" "endothelial cell migration" 264 171 0.000984592454613181 0.0309851382787891
"GO:0051130" "BP" "positive regulation of cellular component organization" 1062 663 0.000994151021529841 0.0312423727713083
"GO:0061053" "BP" "somite development" 82 63 0.00100350028800441 0.0314923233637434
"GO:0030282" "BP" "bone mineralization" 116 86 0.0010101936055172 0.0315763946165789
"GO:0060021" "BP" "roof of mouth development" 90 70 0.0010104730556919 0.0315763946165789
"GO:1904036" "BP" "negative regulation of epithelial cell apoptotic process" 63 48 0.00101076941254306 0.0315763946165789
"GO:0032870" "BP" "cellular response to hormone stimulus" 580 370 0.00101177687058086 0.0315763946165789
"GO:0007043" "BP" "cell-cell junction assembly" 149 106 0.00102899898175886 0.0320695207519432
"GO:0030325" "BP" "adrenal gland development" 27 25 0.00103642973293462 0.0322565524054299
"GO:0032355" "BP" "response to estradiol" 111 81 0.00107704598927743 0.0334180995325813
"GO:0099601" "BP" "regulation of neurotransmitter receptor activity" 45 38 0.0010787508017539 0.0334180995325813
"GO:0002274" "BP" "myeloid leukocyte activation" 234 147 0.00107984866262941 0.0334180995325813
"GO:0009612" "BP" "response to mechanical stimulus" 207 142 0.00108115638445242 0.0334180995325813
"GO:0043271" "BP" "negative regulation of monoatomic ion transport" 123 84 0.0010992221303367 0.0339300248275204
"GO:0016266" "BP" "O-glycan processing" 41 33 0.00111406959193939 0.0343413473668313
"GO:1904427" "BP" "positive regulation of calcium ion transmembrane transport" 81 60 0.00113640792243263 0.0349821396477079
"GO:0060349" "BP" "bone morphogenesis" 98 75 0.0011435201910385 0.0351531193332327
"GO:1902903" "BP" "regulation of supramolecular fiber organization" 366 242 0.00114774434184174 0.0351870969148329
"GO:0048708" "BP" "astrocyte differentiation" 84 64 0.00116799298991999 0.0357592860577403
"GO:0050806" "BP" "positive regulation of synaptic transmission" 163 115 0.00117184787815072 0.035783217170638
"GO:0002687" "BP" "positive regulation of leukocyte migration" 139 93 0.00117885819416768 0.0358915304171276
"GO:0034764" "BP" "positive regulation of transmembrane transport" 201 136 0.00118026571394738 0.0358915304171276
"GO:0045686" "BP" "negative regulation of glial cell differentiation" 27 24 0.0011828960981156 0.03592310573066
"GO:0006813" "BP" "potassium ion transport" 232 159 0.00119910051300543 0.0363174550006102
"GO:0050817" "BP" "coagulation" 217 143 0.0012042479069598 0.0364244635021996
"GO:0010631" "BP" "epithelial cell migration" 350 224 0.0012084987621825 0.0364628038913943
"GO:0001569" "BP" "branching involved in blood vessel morphogenesis" 35 30 0.00121702804285209 0.0366635791173758
"GO:0048332" "BP" "mesoderm morphogenesis" 75 59 0.0012284453027067 0.0369089744477684
"GO:0001570" "BP" "vasculogenesis" 80 61 0.0012389702466226 0.0371756976659472
"GO:0007626" "BP" "locomotory behavior" 197 139 0.00126057351909211 0.0377235820753241
"GO:0006873" "BP" "intracellular monoatomic ion homeostasis" 503 315 0.00127053931288141 0.0379714557031208
"GO:0007519" "BP" "skeletal muscle tissue development" 157 113 0.00127749916925987 0.0381289566867455
"GO:0098742" "BP" "cell-cell adhesion via plasma-membrane adhesion molecules" 265 173 0.00129472849931002 0.0385921451234231
"GO:0048701" "BP" "embryonic cranial skeleton morphogenesis" 44 38 0.00130882027869262 0.0389607134148025
"GO:0098739" "BP" "import across plasma membrane" 200 139 0.00131102925765801 0.0389750516071084
"GO:0002791" "BP" "regulation of peptide secretion" 192 133 0.00131366853420143 0.0390021273759487
"GO:0050727" "BP" "regulation of inflammatory response" 398 236 0.00131553840678319 0.0390063188050668
"GO:0046850" "BP" "regulation of bone remodeling" 49 39 0.00132316053703257 0.0391808324902926
"GO:0044703" "BP" "multi-organism reproductive process" 184 123 0.00136918211238334 0.0404686989149262
"GO:0021537" "BP" "telencephalon development" 264 185 0.00137023958389486 0.0404686989149262
"GO:0006576" "BP" "biogenic amine metabolic process" 89 63 0.00137220972779346 0.0404739088861852
"GO:0010977" "BP" "negative regulation of neuron projection development" 133 99 0.00138481596809458 0.04079241188523
"GO:0098810" "BP" "neurotransmitter reuptake" 34 29 0.00138814487316021 0.0408371589543506
"GO:0090087" "BP" "regulation of peptide transport" 194 134 0.00139887827563995 0.0410458900020024
"GO:0030509" "BP" "BMP signaling pathway" 157 111 0.00140326785571304 0.0410868193095405
"GO:0070371" "BP" "ERK1 and ERK2 cascade" 318 204 0.0014039149834983 0.0410868193095405
"GO:0036158" "BP" "outer dynein arm assembly" 23 20 0.00141844466876684 0.0413550428412464
"GO:0035116" "BP" "embryonic hindlimb morphogenesis" 27 25 0.00141857840627215 0.0413550428412464
"GO:0061440" "BP" "kidney vasculature development" 31 27 0.00143474989036571 0.0417186810904793
"GO:0061437" "BP" "renal system vasculature development" 31 27 0.00143474989036571 0.0417186810904793
"GO:0051495" "BP" "positive regulation of cytoskeleton organization" 181 126 0.00144841402314173 0.0420323287100265
"GO:0045055" "BP" "regulated exocytosis" 213 144 0.00145090865199459 0.0420323287100265
"GO:1904181" "BP" "positive regulation of membrane depolarization" 11 11 0.00145112498072641 0.0420323287100265
"GO:0051481" "BP" "negative regulation of cytosolic calcium ion concentration" 13 13 0.00145548587837514 0.0421020624963046
"GO:0099645" "BP" "neurotransmitter receptor localization to postsynaptic specialization membrane" 22 20 0.00146099605276576 0.0421020624963046
"GO:0099633" "BP" "protein localization to postsynaptic specialization membrane" 22 20 0.00146099605276576 0.0421020624963046
"GO:0090276" "BP" "regulation of peptide hormone secretion" 189 131 0.00146999948843668 0.0423074852768944
"GO:0048640" "BP" "negative regulation of developmental growth" 107 80 0.00147246994884106 0.0423246011791716
"GO:0001837" "BP" "epithelial to mesenchymal transition" 173 122 0.00148338904021718 0.0425538034713376
"GO:0043067" "BP" "regulation of programmed cell death" 1454 874 0.00148421571228252 0.0425538034713376
"GO:0002684" "BP" "positive regulation of immune system process" 991 581 0.00150780665896763 0.0431753165646517
"GO:0048041" "BP" "focal adhesion assembly" 83 65 0.00152096550302949 0.0434969145885392
"GO:0007266" "BP" "Rho protein signal transduction" 127 91 0.00153087554686932 0.0437249061260244
"GO:0003014" "BP" "renal system process" 117 82 0.00157025551640923 0.0447364210508308
"GO:0001655" "BP" "urogenital system development" 66 52 0.00160369505303823 0.0454595165537118
"GO:0055082" "BP" "intracellular chemical homeostasis" 673 417 0.0016212562966709 0.0458996575634658
"GO:0060411" "BP" "cardiac septum morphogenesis" 72 58 0.00162512974669949 0.045951663664821
"GO:0048715" "BP" "negative regulation of oligodendrocyte differentiation" 14 14 0.00163230523781821 0.0460967902204381
"GO:0051493" "BP" "regulation of cytoskeleton organization" 487 316 0.00164919088063726 0.046515428788374
"GO:0042886" "BP" "amide transport" 340 222 0.00166035139830861 0.0467134276202439
"GO:0070286" "BP" "axonemal dynein complex assembly" 39 31 0.00167387062972474 0.0469766379217774
"GO:0060441" "BP" "epithelial tube branching involved in lung morphogenesis" 30 27 0.00168826580447808 0.0473217759158303
"GO:0045860" "BP" "positive regulation of protein kinase activity" 273 182 0.00170172690886118 0.04763990815328
"GO:0031328" "BP" "positive regulation of cellular biosynthetic process" 2531 1514 0.00172978309596019 0.0481857434925962
"GO:1905521" "BP" "regulation of macrophage migration" 45 33 0.00173403756940206 0.0481857434925962
"GO:0021885" "BP" "forebrain cell migration" 61 49 0.00174057715452565 0.0482958626232993
"GO:0060078" "BP" "regulation of postsynaptic membrane potential" 141 102 0.00174287696028188 0.0482958626232993
"GO:1902692" "BP" "regulation of neuroblast proliferation" 52 42 0.00174442155814523 0.0482958626232993
"GO:0031345" "BP" "negative regulation of cell projection organization" 178 127 0.00176486585125828 0.0487815880118888
"GO:0031644" "BP" "regulation of nervous system process" 114 85 0.00176628954997843 0.0487815880118888
"GO:0006971" "BP" "hypotonic response" 13 13 0.0018161526807573 0.05002340933051
"GO:0021516" "BP" "dorsal spinal cord development" 20 19 0.00181654466697079 0.05002340933051
"GO:0030879" "BP" "mammary gland development" 127 94 0.00181790443409937 0.05002340933051
"GO:0034767" "BP" "positive regulation of monoatomic ion transmembrane transport" 147 101 0.00182539953059212 0.0501684713864564
"GO:0000122" "BP" "negative regulation of transcription by RNA polymerase II" 889 571 0.00183649996038655 0.0504121473310976
"GO:0001707" "BP" "mesoderm formation" 73 57 0.00185077825282845 0.0506199684081106
"GO:0061430" "BP" "bone trabecula morphogenesis" 13 13 0.00185497784472668 0.0506199684081106
"GO:0097254" "BP" "renal tubular secretion" 19 17 0.00186009627236251 0.0506199684081106
"GO:0071456" "BP" "cellular response to hypoxia" 138 96 0.00186037632608 0.0506199684081106
"GO:0007229" "BP" "integrin-mediated signaling pathway" 108 79 0.00186083985167515 0.0506199684081106
"GO:0051580" "BP" "regulation of neurotransmitter uptake" 18 17 0.00186198657944321 0.0506199684081106
"GO:0014706" "BP" "striated muscle tissue development" 258 176 0.00186201798345736 0.0506199684081106
"GO:0003231" "BP" "cardiac ventricle development" 127 94 0.00186547803403357 0.0506202059297396
"GO:0045667" "BP" "regulation of osteoblast differentiation" 143 99 0.001866513531889 0.0506202059297396
"GO:0035148" "BP" "tube formation" 149 108 0.00187253640957577 0.0507225828879564
"GO:0048741" "BP" "skeletal muscle fiber development" 36 30 0.00187772075242223 0.0508020276470687
"GO:1903053" "BP" "regulation of extracellular matrix organization" 61 48 0.00188747410964889 0.0509864500241261
"GO:0019374" "BP" "galactolipid metabolic process" 9 9 0.0018890565600146 0.0509864500241261
"GO:0006941" "BP" "striated muscle contraction" 174 120 0.001917760834383 0.0516993494229607
"GO:0007265" "BP" "Ras protein signal transduction" 318 213 0.0019565247084882 0.0525559803837234
"GO:0001558" "BP" "regulation of cell growth" 393 261 0.00197082179813115 0.0528770785410597
"GO:0002521" "BP" "leukocyte differentiation" 585 363 0.00197607468947972 0.0529550466667701
"GO:0001816" "BP" "cytokine production" 821 472 0.0019965304609825 0.053439754829904
"GO:0072148" "BP" "epithelial cell fate commitment" 14 14 0.00200003810175297 0.0534702129478129
"GO:1902074" "BP" "response to salt" 349 233 0.00201695983285636 0.0538116292396378
"GO:0045669" "BP" "positive regulation of osteoblast differentiation" 71 54 0.00202201486058352 0.0538562936906064
"GO:0071320" "BP" "cellular response to cAMP" 48 38 0.00202402663754805 0.0538562936906064
"GO:0046849" "BP" "bone remodeling" 89 65 0.00205086541514008 0.0544192705399235
"GO:0014044" "BP" "Schwann cell development" 30 26 0.00205241974957786 0.0544192705399235
"GO:0048333" "BP" "mesodermal cell differentiation" 34 29 0.00206204608080152 0.0546103377549361
"GO:0031279" "BP" "regulation of cyclase activity" 51 40 0.00206925928007842 0.0547371235588388
"GO:0048048" "BP" "embryonic eye morphogenesis" 35 31 0.00207636390401655 0.0548607437122124
"GO:0001508" "BP" "action potential" 139 99 0.00208437152769303 0.0550079054396089
"GO:0070374" "BP" "positive regulation of ERK1 and ERK2 cascade" 207 134 0.00208799278739832 0.055039099596794
"GO:0035272" "BP" "exocrine system development" 45 37 0.00209315600766141 0.0550647409541438
"GO:0071407" "BP" "cellular response to organic cyclic compound" 523 334 0.00209384629226447 0.0550647409541438
"GO:0042069" "BP" "regulation of catecholamine metabolic process" 18 17 0.00210645766877462 0.0553319101725616
"GO:0070372" "BP" "regulation of ERK1 and ERK2 cascade" 296 189 0.00211771963829168 0.055563053393504
"GO:1905517" "BP" "macrophage migration" 61 43 0.0021351841885587 0.0558912946991166
"GO:0048675" "BP" "axon extension" 111 84 0.00214486475911622 0.0560796389625706
"GO:0035115" "BP" "embryonic forelimb morphogenesis" 33 29 0.00220761529753052 0.057450416342033
"GO:0021799" "BP" "cerebral cortex radially oriented cell migration" 35 30 0.00221174216381139 0.057450416342033
"GO:0048519" "BP" "negative regulation of biological process" 5343 3052 0.00222839626151796 0.0577948657987255
"GO:0009891" "BP" "positive regulation of biosynthetic process" 2551 1523 0.00223237044319598 0.0578314657638049
"GO:0060350" "BP" "endochondral bone morphogenesis" 59 47 0.0022360988888934 0.0578616230837049
"GO:0030003" "BP" "intracellular monoatomic cation homeostasis" 494 307 0.00225544362874716 0.0582953379599668
"GO:0030072" "BP" "peptide hormone secretion" 232 157 0.00225811692970173 0.0582976549219562
"GO:0030048" "BP" "actin filament-based movement" 128 93 0.00227317772276727 0.0586194081560236
"GO:0031325" "BP" "positive regulation of cellular metabolic process" 3205 1894 0.00231491316300275 0.0596275121118654
"GO:0010810" "BP" "regulation of cell-substrate adhesion" 212 146 0.00233011496669 0.0599506432250778
"GO:0036005" "BP" "response to macrophage colony-stimulating factor" 17 15 0.00233484886276526 0.0600040202043682
"GO:0019226" "BP" "transmission of nerve impulse" 68 51 0.00237162574983442 0.060879821864919
"GO:0072273" "BP" "metanephric nephron morphogenesis" 24 22 0.00238389908383891 0.0610730779831421
"GO:0009991" "BP" "response to extracellular stimulus" 496 314 0.0023845675280601 0.0610730779831421
"GO:0002790" "BP" "peptide secretion" 237 160 0.00239759026555758 0.0613369917823596
"GO:0007565" "BP" "female pregnancy" 164 110 0.00240982890457199 0.0615802711243063
"GO:0021544" "BP" "subpallium development" 26 23 0.00244380173837143 0.0623072795758339
"GO:0031032" "BP" "actomyosin structure organization" 204 141 0.00246173545689187 0.0626672264037867
"GO:0001709" "BP" "cell fate determination" 42 36 0.00246443582805001 0.0626672264037867
"GO:0051901" "BP" "positive regulation of mitochondrial depolarization" 9 9 0.00246625142025184 0.0626672264037867
"GO:0060231" "BP" "mesenchymal to epithelial transition" 18 17 0.00251107487452335 0.0636581627083524
"GO:1904019" "BP" "epithelial cell apoptotic process" 141 96 0.00254815965333956 0.0643859735923335
"GO:0043068" "BP" "positive regulation of programmed cell death" 539 336 0.00257245202410262 0.0648545334881024
"GO:0060795" "BP" "cell fate commitment involved in formation of primary germ layer" 32 27 0.00259124021853984 0.0652552949677822
"GO:0097191" "BP" "extrinsic apoptotic signaling pathway" 220 147 0.0026367278102889 0.0661792283774847
"GO:0003401" "BP" "axis elongation" 28 25 0.00264771398999374 0.0663811316335763
"GO:0045666" "BP" "positive regulation of neuron differentiation" 90 68 0.00265365878906424 0.0664563339805166
"GO:1905314" "BP" "semi-lunar valve development" 47 39 0.00268942924624146 0.067277473960302
"GO:0001649" "BP" "osteoblast differentiation" 248 166 0.00273828235732573 0.0684237022266864
"GO:0097120" "BP" "receptor localization to synapse" 57 45 0.00276423006696563 0.0689956717157217
"GO:0035315" "BP" "hair cell differentiation" 52 41 0.00279590786090609 0.0696323012952373
"GO:0022600" "BP" "digestive system process" 102 70 0.00280220263611153 0.0696333991311826
"GO:0048013" "BP" "ephrin receptor signaling pathway" 49 41 0.00280486422731359 0.0696333991311826
"GO:0010762" "BP" "regulation of fibroblast migration" 38 32 0.00284299639818636 0.0704938139875573
"GO:0031099" "BP" "regeneration" 180 122 0.00286618568710109 0.0709907945595489
"GO:0071702" "BP" "organic substance transport" 2695 1565 0.00288008850570079 0.0711788795647675
"GO:0086010" "BP" "membrane depolarization during action potential" 28 24 0.0029087965200127 0.0717312400847721
"GO:0072012" "BP" "glomerulus vasculature development" 29 25 0.00292228817796903 0.0719852734145123
"GO:0003197" "BP" "endocardial cushion development" 52 42 0.00295473766713341 0.0726260356440067
"GO:0002682" "BP" "regulation of immune system process" 1431 822 0.00296195043495634 0.072724101865457
"GO:0051208" "BP" "sequestering of calcium ion" 137 94 0.00297741433706784 0.0730243229365205
"GO:0097154" "BP" "GABAergic neuron differentiation" 19 18 0.00298856005130794 0.0732180988031622
"GO:1902742" "BP" "apoptotic process involved in development" 41 34 0.00300397542909249 0.073436296405247
"GO:0032328" "BP" "alanine transport" 16 15 0.00302016679137962 0.0737522115591881
"GO:0097320" "BP" "plasma membrane tubulation" 19 17 0.00304138591984898 0.0741854114041662
"GO:0086012" "BP" "membrane depolarization during cardiac muscle cell action potential" 22 20 0.00308094532533362 0.0749929345424248
"GO:0019935" "BP" "cyclic-nucleotide-mediated signaling" 80 59 0.00308556887846927 0.075024543290712
"GO:1901890" "BP" "positive regulation of cell junction assembly" 98 73 0.00310407293793139 0.0753932204214034
"GO:0032330" "BP" "regulation of chondrocyte differentiation" 52 42 0.00314700279446164 0.0763537323163791
"GO:0010717" "BP" "regulation of epithelial to mesenchymal transition" 109 79 0.00316128094339228 0.0766177692875439
"GO:0060415" "BP" "muscle tissue morphogenesis" 74 55 0.0032036576753925 0.0775177084157473
"GO:0017158" "BP" "regulation of calcium ion-dependent exocytosis" 39 32 0.00320528372415761 0.0775177084157473
"GO:0097305" "BP" "response to alcohol" 244 161 0.00323070098154165 0.0780487547617835
"GO:0040019" "BP" "positive regulation of embryonic development" 21 19 0.00324321401641797 0.0782672524774921
"GO:0050919" "BP" "negative chemotaxis" 46 38 0.00324885353624877 0.0783195846067491
"GO:0032103" "BP" "positive regulation of response to external stimulus" 580 344 0.00326966698508127 0.078737210086845
"GO:0035567" "BP" "non-canonical Wnt signaling pathway" 66 52 0.00330602083067865 0.079527776144385
"GO:0001952" "BP" "regulation of cell-matrix adhesion" 121 87 0.00332407269064633 0.0798768649539338
"GO:0042053" "BP" "regulation of dopamine metabolic process" 17 16 0.00334639409737806 0.0802419399888463
"GO:0046578" "BP" "regulation of Ras protein signal transduction" 171 120 0.00334993385346096 0.0802419399888463
"GO:0048738" "BP" "cardiac muscle tissue development" 241 164 0.00336564208815769 0.0805142801206955
"GO:0035265" "BP" "organ growth" 167 116 0.00336844001214043 0.0805142801206955
"GO:0048710" "BP" "regulation of astrocyte differentiation" 31 26 0.00337601684512503 0.0805247823397475
"GO:0007586" "BP" "digestion" 124 81 0.00339416707429739 0.0808722131620341
"GO:0038093" "BP" "Fc receptor signaling pathway" 54 41 0.00341338977795804 0.0812444377108072
"GO:0042417" "BP" "dopamine metabolic process" 37 30 0.00342624988750976 0.0814645969038675
"GO:0003176" "BP" "aortic valve development" 43 36 0.00343178874175204 0.0814921775675255
"GO:0001817" "BP" "regulation of cytokine production" 808 462 0.00343803620397448 0.0814921775675255
"GO:0034446" "BP" "substrate adhesion-dependent cell spreading" 98 72 0.00344510621775055 0.0814921775675255
"GO:0006796" "BP" "phosphate-containing compound metabolic process" 2403 1425 0.00344546788687375 0.0814921775675255
"GO:0032104" "BP" "regulation of response to extracellular stimulus" 28 23 0.00347598802332247 0.0819800949242522
"GO:0032107" "BP" "regulation of response to nutrient levels" 28 23 0.00347598802332247 0.0819800949242522
"GO:0034103" "BP" "regulation of tissue remodeling" 84 58 0.00348572914307223 0.0820821656693773
"GO:0060428" "BP" "lung epithelium development" 44 35 0.00348860117341486 0.0820821656693773
"GO:0045124" "BP" "regulation of bone resorption" 42 33 0.00352435965289396 0.0827509377813728
"GO:0003170" "BP" "heart valve development" 72 57 0.00357381969448074 0.0838250182809391
"GO:0098661" "BP" "inorganic anion transmembrane transport" 123 86 0.00358073323202664 0.0838999632891475
"GO:0048368" "BP" "lateral mesoderm development" 15 14 0.0035931250382777 0.0841029806677365
"GO:0008344" "BP" "adult locomotory behavior" 80 60 0.00367156064476854 0.0856722796158814
"GO:0006681" "BP" "galactosylceramide metabolic process" 8 8 0.00367732705243401 0.0857181896809101
"GO:0048644" "BP" "muscle organ morphogenesis" 81 59 0.00369432544711074 0.0860255514846303
"GO:0070527" "BP" "platelet aggregation" 70 51 0.00371449161986979 0.0864059679492185
"GO:0019725" "BP" "cellular homeostasis" 769 470 0.00371975463800381 0.0864392828547045
"GO:0007501" "BP" "mesodermal cell fate specification" 12 12 0.00376195313315987 0.087329949070596
"GO:0048010" "BP" "vascular endothelial growth factor receptor signaling pathway" 60 46 0.00377741538501576 0.0875987674691629
"GO:0043065" "BP" "positive regulation of apoptotic process" 518 323 0.00379305347158637 0.0878711073232802
"GO:0033273" "BP" "response to vitamin" 82 59 0.00383454296287868 0.0886687785084057
"GO:0008347" "BP" "glial cell migration" 57 44 0.00383534514377787 0.0886687785084057
"GO:0002089" "BP" "lens morphogenesis in camera-type eye" 21 19 0.00386197006290226 0.0891929298867211
"GO:0045665" "BP" "negative regulation of neuron differentiation" 71 56 0.00386709107798612 0.0892198804536592
"GO:0007163" "BP" "establishment or maintenance of cell polarity" 221 153 0.00390413320014051 0.0899824938998676
"GO:0042491" "BP" "inner ear auditory receptor cell differentiation" 44 35 0.00393162545767668 0.0904686027157279
"GO:0072010" "BP" "glomerular epithelium development" 24 21 0.00397257478533097 0.0911671743627618
"GO:0001885" "BP" "endothelial cell development" 60 46 0.00397573566623638 0.0911671743627618
"GO:0001932" "BP" "regulation of protein phosphorylation" 911 558 0.00398070245469897 0.0911883961297741
"GO:0010812" "BP" "negative regulation of cell-substrate adhesion" 60 46 0.00405700087804975 0.0928102825735906
"GO:0046189" "BP" "phenol-containing compound biosynthetic process" 46 35 0.00405973005230163 0.0928102825735906
"GO:0022029" "BP" "telencephalon cell migration" 58 46 0.00409771832401565 0.0934243177669442
"GO:0061387" "BP" "regulation of extent of cell growth" 100 76 0.0041053448719723 0.0934243177669442
"GO:0031667" "BP" "response to nutrient levels" 467 294 0.00410706946314654 0.0934243177669442
"GO:1905332" "BP" "positive regulation of morphogenesis of an epithelium" 33 28 0.00410855013592574 0.0934243177669442
"GO:0030858" "BP" "positive regulation of epithelial cell differentiation" 71 51 0.00411372440296918 0.0934243177669442
"GO:1902414" "BP" "protein localization to cell junction" 102 76 0.00411557223277533 0.0934243177669442
"GO:0010628" "BP" "positive regulation of gene expression" 1113 660 0.00412373945118928 0.0935156351523969
"GO:0072087" "BP" "renal vesicle development" 18 17 0.00414662024755266 0.093940099664436
"GO:0010453" "BP" "regulation of cell fate commitment" 41 32 0.00417812332787846 0.0945588513242222
"GO:0003044" "BP" "regulation of systemic arterial blood pressure mediated by a chemical signal" 42 32 0.00421199425088229 0.0952298980730542
"GO:0051963" "BP" "regulation of synapse assembly" 104 77 0.0042317444947401 0.0954850827793157
"GO:0030595" "BP" "leukocyte chemotaxis" 224 137 0.00423782285590778 0.0955267082124907
"GO:0016331" "BP" "morphogenesis of embryonic epithelium" 150 108 0.00426431875232689 0.0960280322629781
"GO:0007588" "BP" "excretion" 29 24 0.00428064361093641 0.0962995438057519
"GO:0043549" "BP" "regulation of kinase activity" 563 357 0.00433697835273635 0.0973727159712865
"GO:0006493" "BP" "protein O-linked glycosylation" 92 65 0.00434603691712902 0.0974791023837965
"GO:0003279" "BP" "cardiac septum development" 108 81 0.00436183976916845 0.0977363977671469
"GO:0007157" "BP" "heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules" 51 38 0.00440756483160075 0.0986202049681775
"GO:0007269" "BP" "neurotransmitter secretion" 137 98 0.00441439492190477 0.0986202049681775
"GO:0099643" "BP" "signal release from synapse" 137 98 0.00441439492190477 0.0986202049681775
"GO:0050771" "BP" "negative regulation of axonogenesis" 60 48 0.00443967720876544 0.0990869204140292
"GO:0022011" "BP" "myelination in peripheral nervous system" 28 24 0.00447440309266647 0.0996647891243102
"GO:0032292" "BP" "peripheral nervous system axon ensheathment" 28 24 0.00447440309266647 0.0996647891243102
"GO:0003151" "BP" "outflow tract morphogenesis" 81 62 0.00448894846266916 0.099890170721565
"GO:0043069" "BP" "negative regulation of programmed cell death" 877 533 0.00449352716838828 0.0998935438694711
"GO:0071476" "BP" "cellular hypotonic response" 11 11 0.00452766911129593 0.100454597666943
"GO:0009855" "BP" "determination of bilateral symmetry" 134 92 0.00457608158902982 0.101329445510176
"GO:0009799" "BP" "specification of symmetry" 134 92 0.00457608158902982 0.101329445510176
"GO:0009713" "BP" "catechol-containing compound biosynthetic process" 22 19 0.0046020834630491 0.101705593790637
"GO:0042423" "BP" "catecholamine biosynthetic process" 22 19 0.0046020834630491 0.101705593790637
"GO:0045785" "BP" "positive regulation of cell adhesion" 465 294 0.00461396347171742 0.101793401192649
"GO:0006942" "BP" "regulation of striated muscle contraction" 92 66 0.00461507930420491 0.101793401192649
"GO:0034766" "BP" "negative regulation of monoatomic ion transmembrane transport" 94 64 0.00465975871309372 0.102678511330319
"GO:0006793" "BP" "phosphorus metabolic process" 2428 1437 0.00470687976474673 0.103615643913898
"GO:0043066" "BP" "negative regulation of apoptotic process" 846 515 0.00472356660700566 0.103881634425415
"GO:0060740" "BP" "prostate gland epithelium morphogenesis" 25 22 0.00479899622009281 0.105377027823988
"GO:0015732" "BP" "prostaglandin transport" 28 22 0.00480316443745003 0.105377027823988
"GO:0051591" "BP" "response to cAMP" 81 59 0.00480833531591321 0.105377027823988
"GO:0003180" "BP" "aortic valve morphogenesis" 38 32 0.00481691108252033 0.105377027823988
"GO:0014015" "BP" "positive regulation of gliogenesis" 68 52 0.00481974884391297 0.105377027823988
"GO:0012501" "BP" "programmed cell death" 1912 1132 0.00482300455544022 0.105377027823988
"GO:0098773" "BP" "skin epidermis development" 125 87 0.00482425411018347 0.105377027823988
"GO:0006915" "BP" "apoptotic process" 1837 1092 0.00483335896130176 0.105473802323804
"GO:0061028" "BP" "establishment of endothelial barrier" 46 36 0.00486893929706587 0.106045121910226
"GO:1904888" "BP" "cranial skeletal system development" 70 54 0.00488036403305014 0.106191450377766
"GO:0046777" "BP" "protein autophosphorylation" 188 132 0.00490530739569058 0.106631364235416
"GO:0009266" "BP" "response to temperature stimulus" 164 110 0.00494627522400751 0.107418435182392
"GO:0040018" "BP" "positive regulation of multicellular organism growth" 31 25 0.00495892448203987 0.107589588473796
"GO:0003096" "BP" "renal sodium ion transport" 15 14 0.00497460978010325 0.107826220055956
