"ONTOLOGY" "Term" "N" "DE" "P.DE" "FDR"
"GO:0098694" "BP" "regulation of synaptic vesicle budding from presynaptic endocytic zone membrane" 1 1 0.174714860877858 1
"GO:0098696" "BP" "regulation of neurotransmitter receptor localization to postsynaptic specialization membrane" 8 1 0.822433508560602 1
"GO:0098698" "BP" "postsynaptic specialization assembly" 26 5 0.672577216970599 1
"GO:0098700" "BP" "neurotransmitter loading into synaptic vesicle" 7 1 0.767889640348046 1
"GO:0098703" "BP" "calcium ion import across plasma membrane" 52 15 0.0713105408255233 1
"GO:0098704" "BP" "carbohydrate import across plasma membrane" 6 2 0.21373722281323 1
"GO:0098705" "BP" "copper ion import across plasma membrane" 1 0 0.999999999993189 1
"GO:0098708" "BP" "glucose import across plasma membrane" 5 1 0.491647817257894 1
"GO:0098711" "BP" "iron ion import across plasma membrane" 5 0 1 1
"GO:0098712" "BP" "L-glutamate import across plasma membrane" 17 1 0.970142000724049 1
"GO:0098713" "BP" "leucine import across plasma membrane" 5 2 0.379983663781545 1
"GO:0098718" "BP" "serine import across plasma membrane" 2 0 1 1
"GO:0098719" "BP" "sodium ion import across plasma membrane" 23 3 0.821830044272767 1
"GO:0098722" "BP" "asymmetric stem cell division" 3 1 0.547472944678421 1
"GO:0098725" "BP" "symmetric cell division" 1 1 0.0687032463962891 1
"GO:0098727" "BP" "maintenance of cell number" 179 41 0.0984372153129239 1
"GO:0098728" "BP" "germline stem cell asymmetric division" 3 1 0.547472944678421 1
"GO:0098732" "BP" "macromolecule deacylation" 64 10 0.57249928265833 1
"GO:0098734" "BP" "macromolecule depalmitoylation" 11 1 0.809412740160784 1
"GO:0098735" "BP" "positive regulation of the force of heart contraction" 5 0 1 1
"GO:0098736" "BP" "negative regulation of the force of heart contraction" 1 1 0.286574373475992 1
"GO:0098737" "BP" "protein insertion into plasma membrane" 1 1 0.170944804894697 1
"GO:0098739" "BP" "import across plasma membrane" 200 42 0.247031330067109 1
"GO:0098742" "BP" "cell-cell adhesion via plasma-membrane adhesion molecules" 265 57 0.0298548623700124 0.83268864588005
"GO:0098743" "BP" "cell aggregation" 23 6 0.179193459325519 1
"GO:0098746" "BP" "fast, calcium ion-dependent exocytosis of neurotransmitter" 1 0 0.999999999977475 1
"GO:0098749" "BP" "cerebellar neuron development" 3 0 1 1
"GO:0098751" "BP" "bone cell development" 17 4 0.449638358523661 1
"GO:0098754" "BP" "detoxification" 148 23 0.195634071637197 1
"GO:0098756" "BP" "response to interleukin-21" 1 0 1.00000000002519 1
"GO:0098757" "BP" "cellular response to interleukin-21" 1 0 1.00000000002519 1
"GO:0098758" "BP" "response to interleukin-8" 3 0 1 1
"GO:0098759" "BP" "cellular response to interleukin-8" 3 0 1 1
"GO:0098760" "BP" "response to interleukin-7" 12 2 0.576240502900884 1
"GO:0098761" "BP" "cellular response to interleukin-7" 11 1 0.835544487553237 1
"GO:0098763" "BP" "mitotic cell cycle phase" 2 0 1 1
"GO:0098771" "BP" "inorganic ion homeostasis" 509 104 0.0138741601571371 0.603191810762315
"GO:0098773" "BP" "skin epidermis development" 125 27 0.175039578001185 1
"GO:0098779" "BP" "positive regulation of mitophagy in response to mitochondrial depolarization" 8 0 1 1
"GO:0098780" "BP" "response to mitochondrial depolarisation" 19 0 1 1
"GO:0098781" "BP" "ncRNA transcription" 134 26 0.436385641449408 1
"GO:0098784" "BP" "biofilm matrix organization" 1 0 0.999999999965862 1
"GO:0098786" "BP" "biofilm matrix disassembly" 1 0 0.999999999965862 1
"GO:0098792" "BP" "xenophagy" 14 0 1 1
"GO:0098795" "BP" "global gene silencing by mRNA cleavage" 3 0 1 1
"GO:0098801" "BP" "regulation of renal system process" 21 6 0.159546203001118 1
"GO:0098810" "BP" "neurotransmitter reuptake" 34 11 0.0492994153132565 0.966040178245129
"GO:0098813" "BP" "nuclear chromosome segregation" 301 30 0.99765866940094 1
"GO:0098814" "BP" "spontaneous synaptic transmission" 14 4 0.441120573229102 1
"GO:0098815" "BP" "modulation of excitatory postsynaptic potential" 47 18 0.0221747401152509 0.73902523305927
"GO:0098816" "BP" "mini excitatory postsynaptic potential" 4 1 0.571858152545993 1
"GO:0098828" "BP" "modulation of inhibitory postsynaptic potential" 7 1 0.797774047377689 1
"GO:0098829" "BP" "intestinal folate absorption" 1 0 1.0000000000045 1
"GO:0098838" "BP" "folate transmembrane transport" 5 0 1 1
"GO:0098840" "BP" "protein transport along microtubule" 14 4 0.300497235746896 1
"GO:0098849" "BP" "cellular detoxification of cadmium ion" 3 1 0.500732461810952 1
"GO:0098856" "BP" "intestinal lipid absorption" 22 4 0.311521126207214 1
"GO:0098868" "BP" "bone growth" 32 8 0.248405659074658 1
"GO:0098869" "BP" "cellular oxidant detoxification" 94 14 0.439243381784383 1
"GO:0098870" "BP" "action potential propagation" 9 1 0.834066741612423 1
"GO:0098874" "BP" "spike train" 1 1 0.280735576067711 1
"GO:0098876" "BP" "vesicle-mediated transport to the plasma membrane" 144 19 0.941791051143911 1
"GO:0098877" "BP" "neurotransmitter receptor transport to plasma membrane" 16 6 0.0792041808902466 1
"GO:0098880" "BP" "maintenance of postsynaptic specialization structure" 7 3 0.184149513533081 1
"GO:0098883" "BP" "synapse pruning" 14 2 0.761333711282 1
"GO:0098884" "BP" "postsynaptic neurotransmitter receptor internalization" 23 4 0.78409299172824 1
"GO:0098885" "BP" "modification of postsynaptic actin cytoskeleton" 11 1 0.929663507186958 1
"GO:0098886" "BP" "modification of dendritic spine" 2 2 0.0798840641895442 1
"GO:0098887" "BP" "neurotransmitter receptor transport, endosome to postsynaptic membrane" 10 3 0.313901771971099 1
"GO:0098900" "BP" "regulation of action potential" 55 15 0.0931579723632471 1
"GO:0098901" "BP" "regulation of cardiac muscle cell action potential" 28 8 0.177164410391715 1
"GO:0098902" "BP" "regulation of membrane depolarization during action potential" 6 0 1 1
"GO:0098903" "BP" "regulation of membrane repolarization during action potential" 9 5 0.00967570734174359 0.502368673902035
"GO:0098904" "BP" "regulation of AV node cell action potential" 4 0 1 1
"GO:0098905" "BP" "regulation of bundle of His cell action potential" 2 0 1 1
"GO:0098906" "BP" "regulation of Purkinje myocyte action potential" 1 0 0.999999999972933 1
"GO:0098907" "BP" "regulation of SA node cell action potential" 3 2 0.169952827711766 1
"GO:0098908" "BP" "regulation of neuronal action potential" 4 1 0.518475156026292 1
"GO:0098909" "BP" "regulation of cardiac muscle cell action potential involved in regulation of contraction" 7 2 0.413622410064488 1
"GO:0098910" "BP" "regulation of atrial cardiac muscle cell action potential" 4 1 0.70115438260798 1
"GO:0098911" "BP" "regulation of ventricular cardiac muscle cell action potential" 12 3 0.542031759621067 1
"GO:0098912" "BP" "membrane depolarization during atrial cardiac muscle cell action potential" 3 2 0.199628713791618 1
"GO:0098914" "BP" "membrane repolarization during atrial cardiac muscle cell action potential" 6 3 0.0957851314131393 1
"GO:0098915" "BP" "membrane repolarization during ventricular cardiac muscle cell action potential" 15 6 0.0472346800277206 0.957405308116942
"GO:0098916" "BP" "anterograde trans-synaptic signaling" 714 155 0.0542556534107487 0.996925540358415
"GO:0098917" "BP" "retrograde trans-synaptic signaling" 10 2 0.614428912980696 1
"GO:0098920" "BP" "retrograde trans-synaptic signaling by lipid" 5 2 0.240795525626525 1
"GO:0098921" "BP" "retrograde trans-synaptic signaling by endocannabinoid" 5 2 0.240795525626525 1
"GO:0098923" "BP" "retrograde trans-synaptic signaling by soluble gas" 2 0 1 1
"GO:0098924" "BP" "retrograde trans-synaptic signaling by nitric oxide" 2 0 1 1
"GO:0098925" "BP" "retrograde trans-synaptic signaling by nitric oxide, modulating synaptic transmission" 1 0 0.999999999994197 1
"GO:0098926" "BP" "postsynaptic signal transduction" 38 6 0.753747556835757 1
"GO:0098927" "BP" "vesicle-mediated transport between endosomal compartments" 46 4 0.972692678312236 1
"GO:0098928" "BP" "presynaptic signal transduction" 2 0 1 1
"GO:0098930" "BP" "axonal transport" 61 13 0.386619276241866 1
"GO:0098935" "BP" "dendritic transport" 12 2 0.672196923121688 1
"GO:0098937" "BP" "anterograde dendritic transport" 9 1 0.851576909809173 1
"GO:0098939" "BP" "dendritic transport of mitochondrion" 1 0 0.999999999979471 1
"GO:0098942" "BP" "retrograde trans-synaptic signaling by trans-synaptic protein complex" 2 0 1 1
"GO:0098943" "BP" "neurotransmitter receptor transport, postsynaptic endosome to lysosome" 7 2 0.369759047820145 1
"GO:0098953" "BP" "receptor diffusion trapping" 10 2 0.579702381709723 1
"GO:0098957" "BP" "anterograde axonal transport of mitochondrion" 6 0 1 1
"GO:0098958" "BP" "retrograde axonal transport of mitochondrion" 3 0 1 1
"GO:0098961" "BP" "dendritic transport of ribonucleoprotein complex" 5 1 0.714383517332459 1
"GO:0098962" "BP" "regulation of postsynaptic neurotransmitter receptor activity" 5 2 0.435873612810744 1
"GO:0098963" "BP" "dendritic transport of messenger ribonucleoprotein complex" 5 1 0.714383517332459 1
"GO:0098964" "BP" "anterograde dendritic transport of messenger ribonucleoprotein complex" 3 0 1 1
"GO:0098967" "BP" "exocytic insertion of neurotransmitter receptor to postsynaptic membrane" 4 3 0.0268830951123034 0.796567164243042
"GO:0098968" "BP" "neurotransmitter receptor transport postsynaptic membrane to endosome" 2 0 1 1
"GO:0098969" "BP" "neurotransmitter receptor transport to postsynaptic membrane" 15 6 0.0681600103795111 1
"GO:0098970" "BP" "postsynaptic neurotransmitter receptor diffusion trapping" 10 2 0.579702381709723 1
"GO:0098971" "BP" "anterograde dendritic transport of neurotransmitter receptor complex" 5 1 0.695658190725464 1
"GO:0098972" "BP" "anterograde dendritic transport of mitochondrion" 1 0 0.999999999979471 1
"GO:0098974" "BP" "postsynaptic actin cytoskeleton organization" 14 1 0.934890479949126 1
"GO:0098976" "BP" "excitatory chemical synaptic transmission" 10 5 0.0940563537072617 1
"GO:0098977" "BP" "inhibitory chemical synaptic transmission" 2 1 0.344927071800962 1
"GO:0099003" "BP" "vesicle-mediated transport in synapse" 207 43 0.404715395494133 1
"GO:0099004" "BP" "calmodulin dependent kinase signaling pathway" 11 0 1 1
"GO:0099010" "BP" "modification of postsynaptic structure" 21 6 0.224510252722047 1
"GO:0099011" "BP" "neuronal dense core vesicle exocytosis" 7 1 0.658364412613677 1
"GO:0099022" "BP" "vesicle tethering" 31 1 0.996737548441396 1
"GO:0099024" "BP" "plasma membrane invagination" 57 14 0.121936187214202 1
"GO:0099039" "BP" "sphingolipid translocation" 4 0 1 1
"GO:0099040" "BP" "ceramide translocation" 2 0 1 1
"GO:0099041" "BP" "vesicle tethering to Golgi" 5 0 1 1
"GO:0099044" "BP" "vesicle tethering to endoplasmic reticulum" 2 0 1 1
"GO:0099046" "BP" "clearance of foreign intracellular nucleic acids" 6 1 0.227859529491948 1
"GO:0099054" "BP" "presynapse assembly" 39 9 0.451161431831458 1
"GO:0099068" "BP" "postsynapse assembly" 35 7 0.641761525815668 1
"GO:0099072" "BP" "regulation of postsynaptic membrane neurotransmitter receptor levels" 81 14 0.744348141482617 1
"GO:0099074" "BP" "mitochondrion to lysosome transport" 3 0 1 1
"GO:0099075" "BP" "mitochondrion-derived vesicle mediated transport" 3 0 1 1
"GO:0099082" "BP" "retrograde trans-synaptic signaling by neuropeptide" 1 0 0.99999999994699 1
"GO:0099084" "BP" "postsynaptic specialization organization" 41 9 0.513018881060805 1
"GO:0099088" "BP" "axonal transport of messenger ribonucleoprotein complex" 1 0 0.999999999958465 1
"GO:0099093" "BP" "calcium export from the mitochondrion" 3 0 1 1
"GO:0099105" "BP" "ion channel modulating, G protein-coupled receptor signaling pathway" 8 1 0.813191482252834 1
"GO:0099109" "BP" "potassium channel activating, G protein-coupled receptor signaling pathway" 1 1 0.195237711697656 1
"GO:0099111" "BP" "microtubule-based transport" 203 34 0.586003093513448 1
"GO:0099116" "BP" "tRNA 5'-end processing" 15 2 0.580801527197188 1
"GO:0099118" "BP" "microtubule-based protein transport" 14 4 0.300497235746896 1
"GO:0099123" "BP" "somato-dendritic dopamine secretion" 1 0 0.999999999968716 1
"GO:0099140" "BP" "presynaptic actin cytoskeleton organization" 1 0 0.999999999952552 1
"GO:0099145" "BP" "regulation of exocytic insertion of neurotransmitter receptor to postsynaptic membrane" 1 1 0.302946248172197 1
"GO:0099149" "BP" "regulation of postsynaptic neurotransmitter receptor internalization" 15 4 0.404425615289889 1
"GO:0099150" "BP" "regulation of postsynaptic specialization assembly" 13 2 0.78045141389482 1
"GO:0099151" "BP" "regulation of postsynaptic density assembly" 11 2 0.669469110280727 1
"GO:0099152" "BP" "regulation of neurotransmitter receptor transport, endosome to postsynaptic membrane" 2 2 0.06116950807793 1
"GO:0099156" "BP" "cell-cell signaling via exosome" 1 1 0.244610819283787 1
"GO:0099159" "BP" "regulation of modification of postsynaptic structure" 9 1 0.865209012495937 1
"GO:0099161" "BP" "regulation of presynaptic dense core granule exocytosis" 1 0 0.999999999968693 1
"GO:0099163" "BP" "synaptic signaling by nitric oxide" 4 1 0.644679625567498 1
"GO:0099170" "BP" "postsynaptic modulation of chemical synaptic transmission" 27 5 0.639916683013611 1
"GO:0099171" "BP" "presynaptic modulation of chemical synaptic transmission" 32 10 0.0685420619193625 1
"GO:0099172" "BP" "presynapse organization" 44 9 0.562693997154503 1
"GO:0099173" "BP" "postsynapse organization" 177 26 0.98199031275394 1
"GO:0099174" "BP" "regulation of presynapse organization" 28 8 0.185125883643763 1
"GO:0099175" "BP" "regulation of postsynapse organization" 96 10 0.998087074249355 1
"GO:0099177" "BP" "regulation of trans-synaptic signaling" 465 106 0.0638032528429858 1
"GO:0099178" "BP" "regulation of retrograde trans-synaptic signaling by endocanabinoid" 3 2 0.0486417138704643 0.961078486666511
"GO:0099179" "BP" "regulation of synaptic membrane adhesion" 4 1 0.674273361503611 1
"GO:0099180" "BP" "zinc ion import into synaptic vesicle" 2 1 0.387379434110525 1
"GO:0099183" "BP" "trans-synaptic signaling by BDNF, modulating synaptic transmission" 3 0 1 1
"GO:0099185" "BP" "postsynaptic intermediate filament cytoskeleton organization" 3 0 1 1
"GO:0099187" "BP" "presynaptic cytoskeleton organization" 1 0 0.999999999952552 1
"GO:0099188" "BP" "postsynaptic cytoskeleton organization" 17 1 0.956072061711029 1
"GO:0099191" "BP" "trans-synaptic signaling by BDNF" 3 0 1 1
"GO:0099403" "BP" "maintenance of mitotic sister chromatid cohesion, telomeric" 1 0 1.00000000000588 1
"GO:0099404" "BP" "mitotic sister chromatid cohesion, telomeric" 1 0 1.00000000000588 1
"GO:0099500" "BP" "vesicle fusion to plasma membrane" 24 6 0.272261792129084 1
"GO:0099502" "BP" "calcium-dependent activation of synaptic vesicle fusion" 6 1 0.772094602577159 1
"GO:0099504" "BP" "synaptic vesicle cycle" 185 38 0.404941198831335 1
"GO:0099505" "BP" "regulation of presynaptic membrane potential" 28 4 0.867281467583194 1
"GO:0099509" "BP" "regulation of presynaptic cytosolic calcium ion concentration" 13 2 0.767420216959359 1
"GO:0099514" "BP" "synaptic vesicle cytoskeletal transport" 18 3 0.641793387561122 1
"GO:0099515" "BP" "actin filament-based transport" 21 3 0.837605122412676 1
"GO:0099517" "BP" "synaptic vesicle transport along microtubule" 18 3 0.641793387561122 1
"GO:0099518" "BP" "vesicle cytoskeletal trafficking" 68 13 0.593559991261068 1
"GO:0099519" "BP" "dense core granule cytoskeletal transport" 10 3 0.310885729999733 1
"GO:0099525" "BP" "presynaptic dense core vesicle exocytosis" 6 1 0.639691211692883 1
"GO:0099526" "BP" "presynapse to nucleus signaling pathway" 2 0 1 1
"GO:0099527" "BP" "postsynapse to nucleus signaling pathway" 6 1 0.675719315599216 1
"GO:0099532" "BP" "synaptic vesicle endosomal processing" 8 2 0.487446499143119 1
"GO:0099536" "BP" "synaptic signaling" 741 158 0.0870475638721097 1
"GO:0099537" "BP" "trans-synaptic signaling" 719 156 0.0573383672162 1
"GO:0099538" "BP" "synaptic signaling via neuropeptide" 6 3 0.0504113790168193 0.97020827354048
"GO:0099540" "BP" "trans-synaptic signaling by neuropeptide" 2 0 1 1
"GO:0099541" "BP" "trans-synaptic signaling by lipid" 7 3 0.130996049351721 1
"GO:0099542" "BP" "trans-synaptic signaling by endocannabinoid" 7 3 0.130996049351721 1
"GO:0099543" "BP" "trans-synaptic signaling by soluble gas" 3 0 1 1
"GO:0099545" "BP" "trans-synaptic signaling by trans-synaptic complex" 6 1 0.787499655485467 1
"GO:0099547" "BP" "regulation of translation at synapse, modulating synaptic transmission" 3 0 1 1
"GO:0099548" "BP" "trans-synaptic signaling by nitric oxide" 3 0 1 1
"GO:0099550" "BP" "trans-synaptic signaling, modulating synaptic transmission" 10 2 0.5576466935909 1
"GO:0099551" "BP" "trans-synaptic signaling by neuropeptide, modulating synaptic transmission" 1 0 0.999999999942186 1
"GO:0099552" "BP" "trans-synaptic signaling by lipid, modulating synaptic transmission" 3 1 0.512284127572167 1
"GO:0099553" "BP" "trans-synaptic signaling by endocannabinoid, modulating synaptic transmission" 3 1 0.512284127572167 1
"GO:0099554" "BP" "trans-synaptic signaling by soluble gas, modulating synaptic transmission" 2 0 1 1
"GO:0099555" "BP" "trans-synaptic signaling by nitric oxide, modulating synaptic transmission" 2 0 1 1
"GO:0099557" "BP" "trans-synaptic signaling by trans-synaptic complex, modulating synaptic transmission" 2 1 0.362986369089729 1
"GO:0099558" "BP" "maintenance of synapse structure" 25 8 0.171231458301249 1
"GO:0099560" "BP" "synaptic membrane adhesion" 25 3 0.917367562877953 1
"GO:0099562" "BP" "maintenance of postsynaptic density structure" 4 1 0.658702633244803 1
"GO:0099563" "BP" "modification of synaptic structure" 27 8 0.156375505941888 1
"GO:0099565" "BP" "chemical synaptic transmission, postsynaptic" 111 29 0.06178252336252 1
"GO:0099566" "BP" "regulation of postsynaptic cytosolic calcium ion concentration" 10 2 0.687807005837326 1
"GO:0099575" "BP" "regulation of protein catabolic process at presynapse, modulating synaptic transmission" 1 0 0.999999999969963 1
"GO:0099576" "BP" "regulation of protein catabolic process at postsynapse, modulating synaptic transmission" 4 2 0.126658330863632 1
"GO:0099578" "BP" "regulation of translation at postsynapse, modulating synaptic transmission" 3 0 1 1
"GO:0099587" "BP" "inorganic ion import across plasma membrane" 131 29 0.184209115204461 1
"GO:0099590" "BP" "neurotransmitter receptor internalization" 30 5 0.784870982018836 1
"GO:0099601" "BP" "regulation of neurotransmitter receptor activity" 45 9 0.65355529827114 1
"GO:0099606" "BP" "microtubule plus-end directed mitotic chromosome migration" 1 0 1.00000000000717 1
"GO:0099607" "BP" "lateral attachment of mitotic spindle microtubules to kinetochore" 2 0 1 1
"GO:0099608" "BP" "regulation of action potential firing pattern" 1 1 0.280735576067711 1
"GO:0099610" "BP" "action potential initiation" 3 0 1 1
"GO:0099611" "BP" "regulation of action potential firing threshold" 1 0 0.999999999984797 1
"GO:0099612" "BP" "protein localization to axon" 9 2 0.612840913803754 1
"GO:0099622" "BP" "cardiac muscle cell membrane repolarization" 37 12 0.0347454867188803 0.870006084545426
"GO:0099623" "BP" "regulation of cardiac muscle cell membrane repolarization" 26 9 0.040730005047515 0.921797225568835
"GO:0099624" "BP" "atrial cardiac muscle cell membrane repolarization" 9 4 0.0886308574861583 1
"GO:0099625" "BP" "ventricular cardiac muscle cell membrane repolarization" 27 10 0.0260833546356112 0.787877930385449
"GO:0099627" "BP" "neurotransmitter receptor cycle" 1 1 0.280060434549883 1
"GO:0099628" "BP" "neurotransmitter receptor diffusion trapping" 10 2 0.579702381709723 1
"GO:0099630" "BP" "postsynaptic neurotransmitter receptor cycle" 1 1 0.280060434549883 1
"GO:0099633" "BP" "protein localization to postsynaptic specialization membrane" 22 2 0.939061032515635 1
"GO:0099637" "BP" "neurotransmitter receptor transport" 25 8 0.0951286978014881 1
"GO:0099638" "BP" "endosome to plasma membrane protein transport" 15 3 0.569141189541232 1
"GO:0099639" "BP" "neurotransmitter receptor transport, endosome to plasma membrane" 10 3 0.313901771971099 1
"GO:0099640" "BP" "axo-dendritic protein transport" 9 3 0.255423937220567 1
"GO:0099641" "BP" "anterograde axonal protein transport" 9 3 0.255423937220567 1
"GO:0099642" "BP" "retrograde axonal protein transport" 2 1 0.368420350493616 1
"GO:0099643" "BP" "signal release from synapse" 137 30 0.295442120551362 1
"GO:0099645" "BP" "neurotransmitter receptor localization to postsynaptic specialization membrane" 22 2 0.939061032515635 1
"GO:0100001" "BP" "regulation of skeletal muscle contraction by action potential" 2 0 1 1
"GO:0100012" "BP" "regulation of heart induction by canonical Wnt signaling pathway" 4 0 1 1
"GO:0101010" "BP" "pulmonary blood vessel remodeling" 4 0 1 1
"GO:0101023" "BP" "vascular endothelial cell proliferation" 47 7 0.297791490809855 1
"GO:0101024" "BP" "mitotic nuclear membrane organization" 10 1 0.871657509939684 1
"GO:0101030" "BP" "tRNA-guanine transglycosylation" 3 1 0.326848165114142 1
"GO:0104004" "BP" "cellular response to environmental stimulus" 316 59 0.240613577737764 1
"GO:0106001" "BP" "intestinal hexose absorption" 5 1 0.61484690452892 1
"GO:0106004" "BP" "tRNA (guanine-N7)-methylation" 2 0 1 1
"GO:0106005" "BP" "RNA 5'-cap (guanine-N7)-methylation" 2 0 1 1
"GO:0106014" "BP" "regulation of inflammatory response to wounding" 12 3 0.264599965582667 1
"GO:0106015" "BP" "negative regulation of inflammatory response to wounding" 9 3 0.114665534826781 1
"GO:0106016" "BP" "positive regulation of inflammatory response to wounding" 3 1 0.341143730765465 1
"GO:0106020" "BP" "regulation of vesicle docking" 2 0 1 1
"GO:0106022" "BP" "positive regulation of vesicle docking" 1 0 0.999999999987753 1
"GO:0106027" "BP" "neuron projection organization" 84 10 0.99032216031643 1
"GO:0106028" "BP" "neuron projection retraction" 2 1 0.384864933589242 1
"GO:0106030" "BP" "neuron projection fasciculation" 21 2 0.971147186568776 1
"GO:0106034" "BP" "protein maturation by [2Fe-2S] cluster transfer" 3 0 1 1
"GO:0106035" "BP" "protein maturation by [4Fe-4S] cluster transfer" 7 0 1 1
"GO:0106040" "BP" "regulation of GABA-A receptor activity" 1 1 0.188232621312514 1
"GO:0106044" "BP" "guanine deglycation" 1 0 0.999999999995354 1
"GO:0106045" "BP" "guanine deglycation, methylglyoxal removal" 1 0 0.999999999995354 1
"GO:0106046" "BP" "guanine deglycation, glyoxal removal" 1 0 0.999999999995354 1
"GO:0106047" "BP" "polyamine deacetylation" 1 1 0.162394679960871 1
"GO:0106048" "BP" "spermidine deacetylation" 1 1 0.162394679960871 1
"GO:0106049" "BP" "regulation of cellular response to osmotic stress" 13 0 1 1
"GO:0106056" "BP" "regulation of calcineurin-mediated signaling" 41 9 0.319201887161701 1
"GO:0106057" "BP" "negative regulation of calcineurin-mediated signaling" 15 4 0.289743566200432 1
"GO:0106058" "BP" "positive regulation of calcineurin-mediated signaling" 21 3 0.771814221717421 1
"GO:0106064" "BP" "regulation of cobalamin metabolic process" 1 1 0.305613910373979 1
"GO:0106070" "BP" "regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway" 14 4 0.331894144594861 1
"GO:0106071" "BP" "positive regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway" 4 0 1 1
"GO:0106072" "BP" "negative regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway" 11 3 0.374224467209513 1
"GO:0106074" "BP" "aminoacyl-tRNA metabolism involved in translational fidelity" 13 2 0.625238630988517 1
"GO:0106077" "BP" "histone succinylation" 4 0 1 1
"GO:0106088" "BP" "regulation of cell adhesion involved in sprouting angiogenesis" 2 0 1 1
"GO:0106089" "BP" "negative regulation of cell adhesion involved in sprouting angiogenesis" 1 0 0.999999999979587 1
"GO:0106090" "BP" "positive regulation of cell adhesion involved in sprouting angiogenesis" 1 0 0.999999999987051 1
"GO:0106091" "BP" "glial cell projection elongation" 3 1 0.502157220553572 1
"GO:0106101" "BP" "ER-dependent peroxisome localization" 1 0 0.999999999963598 1
"GO:0106104" "BP" "regulation of glutamate receptor clustering" 5 1 0.637903722771876 1
"GO:0106106" "BP" "cold-induced thermogenesis" 149 44 0.00130796400917368 0.152128350015438
"GO:0106107" "BP" "regulation of (R)-mevalonic acid biosynthetic process" 1 0 0.999999999936226 1
"GO:0106108" "BP" "negative regulation of (R)-mevalonic acid biosynthetic process" 1 0 0.999999999936226 1
"GO:0106118" "BP" "regulation of sterol biosynthetic process" 21 3 0.69202277740152 1
"GO:0106119" "BP" "negative regulation of sterol biosynthetic process" 7 0 1 1
"GO:0106120" "BP" "positive regulation of sterol biosynthetic process" 10 2 0.546220230910381 1
"GO:0106121" "BP" "positive regulation of cobalamin metabolic process" 1 1 0.305613910373979 1
"GO:0106134" "BP" "positive regulation of cardiac muscle cell contraction" 1 0 0.999999999978996 1
"GO:0106135" "BP" "negative regulation of cardiac muscle cell contraction" 2 1 0.377239408353193 1
"GO:0106217" "BP" "tRNA C3-cytosine methylation" 2 0 1 1
"GO:0106227" "BP" "peptidyl-lysine glutarylation" 1 0 0.999999999992799 1
"GO:0106230" "BP" "protein depropionylation" 2 0 1 1
"GO:0106272" "BP" "protein localization to ERGIC" 1 0 0.999999999955633 1
"GO:0106273" "BP" "cytosol to ERGIC protein transport" 1 0 0.999999999955633 1
"GO:0106288" "BP" "regulation of deadenylation-dependent decapping of nuclear-transcribed mRNA" 2 0 1 1
"GO:0106289" "BP" "negative regulation of deadenylation-dependent decapping of nuclear-transcribed mRNA" 1 0 0.999999999970583 1
"GO:0106300" "BP" "protein-DNA covalent cross-linking repair" 6 0 1 1
"GO:0106342" "BP" "omega-hydroxyceramide biosynthetic process" 1 0 0.999999999957228 1
"GO:0106349" "BP" "snRNA methylation" 1 0 0.999999999955384 1
"GO:0106354" "BP" "tRNA surveillance" 8 1 0.571620071200999 1
"GO:0106380" "BP" "purine ribonucleotide salvage" 7 1 0.738372715282523 1
"GO:0106381" "BP" "purine deoxyribonucleotide salvage" 3 0 1 1
"GO:0106383" "BP" "dAMP salvage" 3 0 1 1
"GO:0110002" "BP" "regulation of tRNA methylation" 1 0 0.999999999957294 1
"GO:0110008" "BP" "ncRNA deadenylation" 1 0 1.00000000000231 1
"GO:0110009" "BP" "formin-nucleated actin cable organization" 3 2 0.14799690093085 1
"GO:0110010" "BP" "basolateral protein secretion" 5 3 0.031571786029903 0.838198626146097
"GO:0110011" "BP" "regulation of basement membrane organization" 11 2 0.787611450430672 1
"GO:0110012" "BP" "protein localization to P-body" 1 1 0.247246442009938 1
"GO:0110015" "BP" "positive regulation of elastin catabolic process" 1 0 0.999999999954194 1
"GO:0110017" "BP" "cap-independent translational initiation of linear mRNA" 1 0 0.999999999997934 1
"GO:0110020" "BP" "regulation of actomyosin structure organization" 101 19 0.539200855478922 1
"GO:0110021" "BP" "cardiac muscle myoblast proliferation" 7 0 1 1
"GO:0110022" "BP" "regulation of cardiac muscle myoblast proliferation" 7 0 1 1
"GO:0110023" "BP" "negative regulation of cardiac muscle myoblast proliferation" 3 0 1 1
"GO:0110024" "BP" "positive regulation of cardiac muscle myoblast proliferation" 4 0 1 1
"GO:0110025" "BP" "DNA strand resection involved in replication fork processing" 8 0 1 1
"GO:0110026" "BP" "regulation of DNA strand resection involved in replication fork processing" 1 0 0.999999999981803 1
"GO:0110030" "BP" "regulation of G2/MI transition of meiotic cell cycle" 4 1 0.45877850744056 1
"GO:0110031" "BP" "negative regulation of G2/MI transition of meiotic cell cycle" 1 0 0.99999999996909 1
"GO:0110032" "BP" "positive regulation of G2/MI transition of meiotic cell cycle" 3 1 0.385029699504717 1
"GO:0110051" "BP" "metabolite repair" 1 0 0.999999999964647 1
"GO:0110053" "BP" "regulation of actin filament organization" 259 53 0.246704048183012 1
"GO:0110057" "BP" "regulation of blood vessel endothelial cell differentiation" 3 0 1 1
